customer_id,first_name,last_name,city,signup_date,total_orders,lifetime_spend,confirmed_paid,last_order_date
C00180,Tara,Joshi,Jaipur,2023-02-22,5,334603.01,774998.35,2024-08-28
C00370,Meera,Kapoor,Delhi,2024-07-17,9,334407.77999999997,310888.85,2024-12-22
C00158,Sneha,Nair,Pune,2024-09-16,9,333940.51,715236.88,2024-12-01
C00344,Isha,Malhotra,Pune,2023-04-09,6,330749.26999999996,1026822.3900000001,2024-10-16
C00388,Pooja,Patel,Mumbai,2024-11-20,9,329351.98000000004,433836.81000000006,2024-12-18
C00218,Sara,Mehta,Delhi,2023-09-02,5,328948.60000000003,1065541.14,2024-09-25
C00033,Isha,Sharma,Delhi,2024-10-29,4,327068.75,962051.8199999998,2024-08-10
C00387,Karan,Das,Kolkata,2024-02-02,6,326511.46,916200.9,2024-10-26
C00147,Riya,Verma,Pune,2023-08-31,8,323975.41000000003,347563.53,2024-11-07
C00002,Rohan,Das,Ahmedabad,2024-03-08,7,323695.43,395794.52,2024-10-31
C00191,Anaya,Iyer,Chennai,2023-05-21,5,323363.61000000004,923382.1400000001,2024-10-10
C00167,Pooja,Sharma,Mumbai,2023-10-11,6,319816.69999999995,1015549.9400000001,2024-06-22
C00129,Aditya,Rao,Jaipur,2023-10-07,5,317932.13000000006,158837.48,2024-07-12
C00055,Arjun,Joshi,Delhi,2024-04-16,10,316275.16,947107.6999999997,2024-12-09
C00168,Isha,Kapoor,Ahmedabad,2023-01-27,5,315389.27999999997,613225.2300000001,2024-08-05
C00232,Sneha,Mehta,Chennai,2024-06-03,7,314223.94,939012.52,2024-07-28
C00013,Dev,Malhotra,Jaipur,2024-10-20,7,311001.5800000001,861282.3999999997,2024-11-12
C00323,Sara,Reddy,Mumbai,2023-11-04,6,310441.15,487212.91000000003,2024-01-28
C00068,Rohan,Singh,Kolkata,2024-02-29,8,310352.19,606176.5599999999,2024-12-21
C00112,Rohan,Patel,Bhubaneswar,2023-01-03,6,310288.3,404026.12000000005,2024-12-30
C00137,Tara,Joshi,Hyderabad,2024-11-01,5,309801.14999999997,675881.62,2024-08-29
C00052,Sneha,Malhotra,Mumbai,2024-02-21,6,305159.09,637443.91,2024-08-31
C00383,Sara,Chatterjee,Chennai,2024-02-19,6,303883.94,928955.18,2024-10-02
C00375,Priya,Patel,Chennai,2024-10-24,8,303474.84,645734.3599999999,2024-05-15
C00285,Aditya,Reddy,Hyderabad,2023-11-18,5,300358.09,719211.3300000001,2024-01-26
C00124,Aditya,Joshi,Delhi,2023-01-02,7,300233.01,1068789.0599999998,2024-11-06
C00026,Sara,Verma,Bhubaneswar,2023-12-13,6,300019.17,475824.96,2024-04-30
C00106,Rahul,Gupta,Pune,2024-04-25,4,299088.03,330353.24000000005,2024-12-13
C00230,Sara,Rao,Ahmedabad,2023-05-28,6,298435.96,787630.5300000001,2024-12-06
C00268,Pooja,Reddy,Delhi,2023-09-12,6,298220.43,1016018.8599999999,2023-11-06
C00062,Aditya,Gupta,Mumbai,2024-11-13,7,297897.61,618710.78,2024-11-29
C00297,Anaya,Das,Jaipur,2024-09-09,5,297187.07,815338.26,2024-06-07
C00001,Isha,Sharma,Jaipur,2023-10-09,8,295578.89999999997,594873.9700000001,2024-10-25
C00355,Karan,Sharma,Hyderabad,2024-10-11,4,294498.5,184360.28000000003,2024-06-23
C00047,Aditya,Singh,Bhubaneswar,2023-09-15,7,291545.84,468734.35,2024-07-30
C00300,Anaya,Das,Chennai,2024-11-21,6,291285.63,575968.0000000001,2024-11-07
C00053,Tara,Sharma,Delhi,2023-07-03,5,291170.72000000003,624038.23,2024-06-29
C00149,Pooja,Rao,Hyderabad,2024-05-23,6,290101.60000000003,768053.7699999998,2024-11-26
C00390,Dev,Reddy,Jaipur,2024-09-02,9,289311.70000000007,677066.22,2024-12-28
C00135,Dev,Kapoor,Ahmedabad,2024-10-29,7,288451.21,115415.52,2024-09-11
C00291,Vihaan,Patel,Jaipur,2023-04-22,6,284134.93,669403.08,2024-07-26
C00363,Vihaan,Singh,Kolkata,2023-05-30,7,283011.7,353171.52,2024-09-25
C00205,Rahul,Kapoor,Bhubaneswar,2023-07-12,7,282212.11000000004,734581.34,2024-07-21
C00362,Sara,Das,Pune,2024-06-17,5,282092.08999999997,693932.12,2024-10-30
C00185,Rahul,Kapoor,Bengaluru,2024-02-15,4,280123.29,807311.13,2024-10-08
C00286,Vihaan,Das,Delhi,2024-05-10,6,278500.58,692028.59,2024-01-22
C00017,Aarav,Kapoor,Bengaluru,2023-04-28,6,278355.55999999994,708176.8900000001,2024-12-11
C00043,Vihaan,Patel,Kolkata,2023-12-24,3,277366.23,789299.9400000001,2024-04-11
C00201,Karan,Joshi,Pune,2024-10-04,9,277268.70999999996,478745.68,2024-06-14
C00269,Meera,Singh,Bengaluru,2024-06-11,4,276876.2800000001,298548.82,2024-07-24
C00357,Anaya,Chatterjee,Mumbai,2023-09-10,6,276237.7,631942.39,2024-11-13
C00366,Dev,Chatterjee,Ahmedabad,2023-12-04,5,274508.47,253449.91,2024-08-26
C00318,Isha,Sharma,Bengaluru,2024-11-07,3,272996.11,629849.79,2024-06-21
C00290,Vihaan,Rao,Jaipur,2024-05-05,7,272580.31999999995,392852.11,2024-11-11
C00162,Vihaan,Sharma,Hyderabad,2024-12-07,4,271045.7,1026678.4699999996,2024-09-13
C00340,Tara,Patel,Jaipur,2024-10-07,4,268752.43000000005,650890.28,2024-11-16
C00198,Priya,Nair,Mumbai,2024-10-22,5,268724.85,572827.5099999999,2024-03-01
C00212,Kabir,Kapoor,Hyderabad,2024-12-20,5,266752.73000000004,486648.79999999993,2024-07-30
C00277,Aditya,Patel,Pune,2023-12-02,6,265465.51999999996,303629.89,2024-12-31
C00293,Kabir,Sharma,Delhi,2024-07-17,6,262425.67000000004,620099.8099999999,2024-11-10
C00235,Nikhil,Rao,Kolkata,2024-05-05,8,260047.73999999996,262639.83,2024-09-11
C00257,Meera,Chatterjee,Jaipur,2023-05-13,7,259201.54,480189.56999999995,2024-12-16
C00298,Aditya,Singh,Hyderabad,2023-05-18,7,258758.66999999998,577090.59,2024-10-11
C00030,Priya,Reddy,Bengaluru,2024-02-25,9,258536.68999999997,270599.18,2024-12-06
C00356,Sneha,Reddy,Ahmedabad,2024-03-18,7,258116.49000000002,462206.11000000004,2024-03-20
C00287,Anaya,Chatterjee,Hyderabad,2023-10-23,5,257413.94,805719.3,2024-09-11
C00262,Rohan,Sharma,Chennai,2024-10-18,6,253138.00999999995,695027.87,2024-10-26
C00136,Karan,Joshi,Mumbai,2023-04-13,3,253080.19,936512.4600000001,2023-12-05
C00272,Kabir,Malhotra,Bhubaneswar,2023-09-28,5,252434.86999999997,538992.02,2024-09-25
C00027,Rohan,Rao,Bengaluru,2024-10-08,6,248679.37999999998,557171.73,2024-12-28
C00019,Aditya,Chatterjee,Jaipur,2023-07-02,5,245708.80000000002,489596.52999999997,2024-09-26
C00261,Meera,Kapoor,Bhubaneswar,2024-10-01,5,245255.53000000003,590750.56,2024-09-14
C00018,Anaya,Reddy,Pune,2023-06-11,5,243446.57000000004,858770.2799999999,2024-11-08
C00095,Vihaan,Malhotra,Chennai,2024-04-06,5,242919.88000000003,461030.48000000004,2023-07-28
C00010,Meera,Mehta,Jaipur,2023-09-08,6,239108.62,404731.98,2024-10-13
C00341,Nikhil,Nair,Kolkata,2023-03-03,5,237634.19999999995,831943.27,2024-10-15
C00164,Vihaan,Iyer,Ahmedabad,2023-05-06,8,231111.44,532760.7200000001,2024-11-29
C00177,Isha,Nair,Kolkata,2024-03-13,6,227339.11000000002,556528.88,2024-10-28
C00303,Karan,Gupta,Delhi,2024-08-19,6,226547.4,335471.24999999994,2024-11-02
C00374,Sneha,Sharma,Delhi,2024-01-04,6,226235.04,513765.5399999999,2024-12-10
C00236,Diya,Gupta,Pune,2023-07-26,6,219892.6,408927.16000000003,2024-11-14
C00038,Meera,Sharma,Delhi,2024-06-04,6,219568.76000000004,618690.57,2024-12-19
C00034,Meera,Reddy,Mumbai,2024-05-12,5,219186.96999999994,572330.2999999999,2024-07-11
C00096,Karan,Sharma,Pune,2024-05-21,3,216032.08000000002,321509.53,2024-10-21
C00233,Priya,Gupta,Bengaluru,2023-01-17,4,215623.84999999998,607467.7700000001,2024-10-26
C00131,Tara,Nair,Ahmedabad,2024-06-03,5,206965.13000000003,614077.2999999999,2024-06-02
C00079,Pooja,Malhotra,Chennai,2023-08-14,5,197514.96,358649.04,2024-08-30
C00379,Isha,Joshi,Jaipur,2023-05-26,3,197481.85,493687.64,2024-11-18
C00081,Sneha,Sharma,Chennai,2024-02-08,5,195009.91,360323.07,2023-08-09
C00369,Dev,Gupta,Jaipur,2024-02-07,4,183964.88,553598.9299999999,2024-05-22
C00389,Karan,Verma,Jaipur,2023-09-02,2,182304.48000000004,552264.8400000001,2023-12-24
C00090,Anaya,Joshi,Bhubaneswar,2024-12-01,5,177872.25999999998,393676.29000000004,2024-10-01
C00237,Aditya,Reddy,Pune,2024-07-10,4,177738.73,381701.12,2023-07-09
C00325,Karan,Rao,Jaipur,2024-03-02,3,175258.66,533853.73,2024-10-08
C00324,Tara,Mehta,Jaipur,2024-05-22,3,171331.43000000002,412241.04,2024-12-06
C00103,Aditya,Das,Mumbai,2023-10-17,4,168823.81000000003,445516.50999999995,2024-09-22
C00274,Sneha,Gupta,Hyderabad,2024-09-30,3,159061.75999999998,314227.54999999993,2024-10-28
C00371,Nikhil,Chatterjee,Kolkata,2023-10-26,3,158344.23,475032.68999999994,2024-12-14
C00352,Rohan,Gupta,Jaipur,2023-06-16,5,158240.75999999998,83700.28,2023-12-30
C00093,Tara,Patel,Kolkata,2024-06-18,4,157746.05000000002,217916.71,2024-05-12
C00309,Rahul,Mehta,Delhi,2023-06-03,5,153085.33,163612.74,2024-03-06
C00200,Rahul,Chatterjee,Ahmedabad,2024-08-16,4,150301.28,348253.11999999994,2024-12-01
C00029,Rahul,Singh,Chennai,2023-09-06,2,148271.07,451575.78,2024-07-30
C00346,Sara,Gupta,Bengaluru,2024-12-01,4,146363.43,455208.93,2024-03-29
C00256,Nikhil,Kapoor,Ahmedabad,2024-06-13,3,135923.62,331910.99999999994,2024-07-10
C00104,Anaya,Sharma,Jaipur,2024-12-26,2,130334.43,495645.63,2024-01-02
C00248,Aarav,Rao,Pune,2023-07-10,3,120714.0,295244.92,2024-10-29
C00036,Sneha,Kapoor,Ahmedabad,2024-05-13,4,119252.62000000002,252290.33999999997,2024-09-11
C00120,Aditya,Kapoor,Kolkata,2024-03-28,2,119169.17,193427.55,2023-05-31
C00130,Kabir,Reddy,Pune,2023-07-15,5,111288.23999999999,169271.47000000003,2024-03-16
C00187,Rahul,Das,Bengaluru,2023-03-28,2,107818.54,215637.08,2024-02-17
C00183,Pooja,Kapoor,Pune,2024-10-20,3,106512.68,72028.5,2024-02-28
C00360,Isha,Sharma,Hyderabad,2023-04-02,4,97983.85,31735.58,2024-12-04
C00086,Kabir,Singh,Pune,2024-11-16,4,95799.76000000001,197991.44,2024-10-02
C00207,Nikhil,Mehta,Chennai,2024-06-19,3,92490.02,284948.24000000005,2023-12-09
C00365,Nikhil,Verma,Ahmedabad,2023-05-19,3,89652.94,126789.2,2024-08-15
C00208,Tara,Chatterjee,Bengaluru,2023-12-13,3,78499.17,254569.24,2023-07-03
C00045,Sneha,Gupta,Bengaluru,2024-11-10,2,76050.52,141862.57,2023-12-26
C00155,Sara,Joshi,Bengaluru,2024-11-23,2,58653.700000000004,123815.6,2023-06-26
C00267,Isha,Gupta,Chennai,2024-04-05,2,58589.619999999995,139287.78,2024-08-08
C00039,Dev,Verma,Chennai,2024-08-06,2,30035.78,50599.85,2024-10-19
C00175,Aditya,Das,Jaipur,2024-03-16,0,0.0,0.0,
