order_id,order_date,status,customer_id,first_name,last_name,city
O002450,2023-04-02,Returned,C00101,Karan,Nair,Delhi
O000309,2023-04-02,Delivered,C00095,Vihaan,Malhotra,Chennai
O000621,2023-04-03,Delivered,C00263,Pooja,Kapoor,Pune
O001457,2023-04-03,Delivered,C00144,Rahul,Patel,Bhubaneswar
O002060,2023-04-04,Shipped,C00363,Vihaan,Singh,Kolkata
O001336,2023-04-04,Cancelled,C00240,Priya,Malhotra,Chennai
O000602,2023-04-04,Shipped,C00213,Aarav,Nair,Kolkata
O002149,2023-04-04,Returned,C00122,Karan,Reddy,Jaipur
O000762,2023-04-04,Delivered,C00392,Pooja,Sharma,Jaipur
O001786,2023-04-04,Cancelled,C00352,Rohan,Gupta,Jaipur
O000059,2023-04-04,Delivered,C00119,Rahul,Sharma,Kolkata
O001180,2023-04-04,Delivered,C00316,Sara,Joshi,Jaipur
O002204,2023-04-04,Returned,C00113,Sara,Gupta,Delhi
O000376,2023-04-05,Delivered,C00017,Aarav,Kapoor,Bengaluru
O001156,2023-04-05,Delivered,C00313,Sneha,Sharma,Mumbai
O001399,2023-04-06,Delivered,C00110,Anaya,Joshi,Bengaluru
O001387,2023-04-06,Delivered,C00277,Aditya,Patel,Pune
O000889,2023-04-06,Delivered,C00320,Diya,Reddy,Bhubaneswar
O000957,2023-04-06,Delivered,C00298,Aditya,Singh,Hyderabad
O001748,2023-04-06,Delivered,C00034,Meera,Reddy,Mumbai
O000513,2023-04-07,Delivered,C00343,Sneha,Gupta,Mumbai
O000968,2023-04-07,Delivered,C00154,Riya,Chatterjee,Mumbai
O001440,2023-04-08,Shipped,C00016,Pooja,Verma,Jaipur
O001557,2023-04-08,Delivered,C00004,Vihaan,Chatterjee,Delhi
O001139,2023-04-09,Delivered,C00025,Dev,Kapoor,Delhi
O001316,2023-04-09,Cancelled,C00139,Dev,Nair,Delhi
O002118,2023-04-09,Delivered,C00098,Sara,Rao,Kolkata
O001578,2023-04-09,Cancelled,C00102,Karan,Verma,Ahmedabad
O001916,2023-04-09,Delivered,C00219,Priya,Kapoor,Jaipur
O000017,2023-04-10,Shipped,C00137,Tara,Joshi,Hyderabad
O000383,2023-04-10,Delivered,C00395,Vihaan,Iyer,Kolkata
O000573,2023-04-10,Delivered,C00047,Aditya,Singh,Bhubaneswar
O002885,2023-04-10,Placed,C00147,Riya,Verma,Pune
O002680,2023-04-10,Delivered,C00110,Anaya,Joshi,Bengaluru
O000466,2023-04-10,Shipped,C00204,Dev,Singh,Kolkata
O001835,2023-04-11,Cancelled,C00057,Priya,Kapoor,Bhubaneswar
O001884,2023-04-11,Shipped,C00092,Riya,Verma,Mumbai
O002935,2023-04-11,Delivered,C00070,Tara,Iyer,Bengaluru
O001667,2023-04-11,Delivered,C00082,Kabir,Joshi,Kolkata
O001129,2023-04-12,Delivered,C00321,Kabir,Mehta,Ahmedabad
O002107,2023-04-12,Cancelled,C00082,Kabir,Joshi,Kolkata
O002481,2023-04-12,Delivered,C00030,Priya,Reddy,Bengaluru
O000008,2023-04-13,Cancelled,C00128,Isha,Singh,Pune
O000909,2023-04-13,Delivered,C00176,Arjun,Reddy,Chennai
O001712,2023-04-13,Returned,C00060,Arjun,Gupta,Delhi
O001461,2023-04-13,Delivered,C00261,Meera,Kapoor,Bhubaneswar
O000058,2023-04-13,Delivered,C00123,Diya,Singh,Chennai
O001887,2023-04-13,Delivered,C00143,Meera,Patel,Kolkata
O000312,2023-04-14,Delivered,C00195,Meera,Chatterjee,Bengaluru
O000382,2023-04-14,Placed,C00362,Sara,Das,Pune
O000847,2023-04-14,Delivered,C00148,Aarav,Joshi,Bhubaneswar
O001004,2023-04-14,Delivered,C00249,Nikhil,Iyer,Mumbai
O001256,2023-04-14,Shipped,C00306,Kabir,Singh,Jaipur
O001274,2023-04-14,Delivered,C00330,Sneha,Iyer,Bhubaneswar
O001277,2023-04-14,Delivered,C00073,Riya,Singh,Jaipur
O000327,2023-04-15,Delivered,C00194,Tara,Das,Hyderabad
O000400,2023-04-15,Delivered,C00322,Pooja,Chatterjee,Jaipur
O000985,2023-04-15,Cancelled,C00312,Dev,Gupta,Bengaluru
O001375,2023-04-16,Returned,C00174,Rahul,Mehta,Kolkata
O001975,2023-04-16,Delivered,C00216,Kabir,Patel,Bhubaneswar
O002224,2023-04-16,Cancelled,C00306,Kabir,Singh,Jaipur
O002595,2023-04-16,Delivered,C00216,Kabir,Patel,Bhubaneswar
O001781,2023-04-16,Returned,C00167,Pooja,Sharma,Mumbai
O002018,2023-04-17,Delivered,C00076,Arjun,Verma,Delhi
O002613,2023-04-17,Delivered,C00053,Tara,Sharma,Delhi
O001842,2023-04-17,Cancelled,C00328,Karan,Kapoor,Delhi
O001096,2023-04-18,Delivered,C00071,Nikhil,Patel,Kolkata
O001271,2023-04-18,Delivered,C00066,Rohan,Gupta,Delhi
O001338,2023-04-18,Delivered,C00341,Nikhil,Nair,Kolkata
O002001,2023-04-18,Delivered,C00038,Meera,Sharma,Delhi
O002967,2023-04-18,Delivered,C00146,Anaya,Kapoor,Chennai
O001233,2023-04-18,Delivered,C00006,Nikhil,Mehta,Ahmedabad
O000176,2023-04-19,Delivered,C00021,Aarav,Das,Pune
O000575,2023-04-19,Delivered,C00307,Arjun,Chatterjee,Jaipur
O002884,2023-04-19,Shipped,C00094,Nikhil,Reddy,Bengaluru
O001734,2023-04-19,Cancelled,C00131,Tara,Nair,Ahmedabad
O001392,2023-04-19,Shipped,C00220,Aditya,Reddy,Bhubaneswar
O002624,2023-04-19,Delivered,C00203,Diya,Nair,Jaipur
O001045,2023-04-20,Delivered,C00125,Aditya,Nair,Pune
O001192,2023-04-20,Delivered,C00221,Riya,Joshi,Bengaluru
O002700,2023-04-20,Delivered,C00019,Aditya,Chatterjee,Jaipur
O000490,2023-04-20,Delivered,C00345,Priya,Gupta,Delhi
O000571,2023-04-21,Placed,C00041,Sara,Gupta,Bengaluru
O000780,2023-04-21,Delivered,C00306,Kabir,Singh,Jaipur
O002150,2023-04-21,Delivered,C00215,Aditya,Sharma,Chennai
O001298,2023-04-22,Delivered,C00159,Tara,Verma,Bengaluru
O002374,2023-04-22,Placed,C00094,Nikhil,Reddy,Bengaluru
O002377,2023-04-22,Delivered,C00112,Rohan,Patel,Bhubaneswar
O000424,2023-04-22,Delivered,C00150,Sara,Kapoor,Mumbai
O002713,2023-04-22,Delivered,C00179,Sneha,Sharma,Hyderabad
O000509,2023-04-23,Placed,C00222,Anaya,Verma,Chennai
O001937,2023-04-23,Placed,C00081,Sneha,Sharma,Chennai
O002769,2023-04-23,Delivered,C00200,Rahul,Chatterjee,Ahmedabad
O000901,2023-04-23,Delivered,C00084,Riya,Sharma,Bengaluru
O000430,2023-04-23,Delivered,C00205,Rahul,Kapoor,Bhubaneswar
O000288,2023-04-24,Delivered,C00010,Meera,Mehta,Jaipur
O000896,2023-04-24,Delivered,C00392,Pooja,Sharma,Jaipur
O001056,2023-04-24,Delivered,C00128,Isha,Singh,Pune
O001228,2023-04-24,Placed,C00177,Isha,Nair,Kolkata
O000504,2023-04-24,Returned,C00154,Riya,Chatterjee,Mumbai
O002984,2023-04-25,Cancelled,C00261,Meera,Kapoor,Bhubaneswar
O000672,2023-04-26,Shipped,C00147,Riya,Verma,Pune
O000684,2023-04-26,Delivered,C00194,Tara,Das,Hyderabad
O001007,2023-04-26,Delivered,C00211,Kabir,Das,Hyderabad
O001044,2023-04-26,Delivered,C00334,Nikhil,Verma,Bhubaneswar
O000448,2023-04-26,Shipped,C00174,Rahul,Mehta,Kolkata
O002666,2023-04-26,Delivered,C00317,Tara,Mehta,Delhi
O002479,2023-04-26,Delivered,C00066,Rohan,Gupta,Delhi
O000049,2023-04-27,Delivered,C00176,Arjun,Reddy,Chennai
O000583,2023-04-27,Delivered,C00203,Diya,Nair,Jaipur
O001634,2023-04-27,Shipped,C00262,Rohan,Sharma,Chennai
O000334,2023-04-28,Delivered,C00239,Dev,Rao,Kolkata
O001128,2023-04-28,Cancelled,C00356,Sneha,Reddy,Ahmedabad
O002020,2023-04-28,Shipped,C00018,Anaya,Reddy,Pune
O000561,2023-04-28,Placed,C00162,Vihaan,Sharma,Hyderabad
O000493,2023-04-28,Placed,C00259,Anaya,Joshi,Pune
O000567,2023-04-29,Delivered,C00243,Priya,Das,Bengaluru
O000812,2023-04-29,Shipped,C00140,Anaya,Iyer,Bengaluru
O002084,2023-04-29,Shipped,C00087,Priya,Patel,Mumbai
O001598,2023-04-29,Placed,C00025,Dev,Kapoor,Delhi
O001942,2023-04-29,Cancelled,C00070,Tara,Iyer,Bengaluru
O002216,2023-04-29,Delivered,C00378,Aditya,Patel,Bengaluru
O000732,2023-04-30,Placed,C00007,Priya,Das,Bengaluru
O001219,2023-04-30,Delivered,C00314,Tara,Nair,Jaipur
O001965,2023-04-30,Delivered,C00206,Nikhil,Verma,Kolkata
O000944,2023-04-30,Delivered,C00226,Kabir,Chatterjee,Bhubaneswar
O000603,2023-05-01,Delivered,C00399,Sara,Iyer,Mumbai
O000865,2023-05-01,Shipped,C00020,Pooja,Iyer,Jaipur
O000954,2023-05-01,Delivered,C00148,Aarav,Joshi,Bhubaneswar
O000401,2023-05-01,Delivered,C00262,Rohan,Sharma,Chennai
O002502,2023-05-01,Returned,C00130,Kabir,Reddy,Pune
O000122,2023-05-02,Delivered,C00323,Sara,Reddy,Mumbai
O002233,2023-05-02,Cancelled,C00259,Anaya,Joshi,Pune
O001615,2023-05-02,Delivered,C00101,Karan,Nair,Delhi
O001244,2023-05-02,Shipped,C00249,Nikhil,Iyer,Mumbai
O001337,2023-05-02,Placed,C00069,Dev,Iyer,Bengaluru
O000788,2023-05-03,Delivered,C00333,Dev,Singh,Kolkata
O001608,2023-05-03,Delivered,C00051,Priya,Malhotra,Hyderabad
O000793,2023-05-04,Delivered,C00245,Diya,Patel,Ahmedabad
O001471,2023-05-04,Delivered,C00113,Sara,Gupta,Delhi
O002456,2023-05-04,Delivered,C00173,Rohan,Malhotra,Ahmedabad
O002492,2023-05-04,Placed,C00361,Dev,Sharma,Jaipur
O002759,2023-05-04,Delivered,C00178,Rohan,Verma,Mumbai
O001166,2023-05-04,Cancelled,C00204,Dev,Singh,Kolkata
O000433,2023-05-04,Delivered,C00316,Sara,Joshi,Jaipur
O000173,2023-05-05,Placed,C00053,Tara,Sharma,Delhi
O001155,2023-05-05,Returned,C00055,Arjun,Joshi,Delhi
O002192,2023-05-05,Cancelled,C00070,Tara,Iyer,Bengaluru
O002470,2023-05-05,Delivered,C00004,Vihaan,Chatterjee,Delhi
O002371,2023-05-05,Returned,C00083,Karan,Nair,Bengaluru
O002579,2023-05-06,Delivered,C00385,Arjun,Gupta,Mumbai
O002589,2023-05-06,Returned,C00098,Sara,Rao,Kolkata
O000505,2023-05-06,Delivered,C00198,Priya,Nair,Mumbai
O002601,2023-05-06,Shipped,C00309,Rahul,Mehta,Delhi
O000003,2023-05-07,Delivered,C00321,Kabir,Mehta,Ahmedabad
O000396,2023-05-07,Returned,C00007,Priya,Das,Bengaluru
O000413,2023-05-07,Delivered,C00216,Kabir,Patel,Bhubaneswar
O000936,2023-05-07,Placed,C00272,Kabir,Malhotra,Bhubaneswar
O001161,2023-05-07,Delivered,C00310,Rahul,Singh,Jaipur
O002961,2023-05-07,Delivered,C00082,Kabir,Joshi,Kolkata
O001853,2023-05-07,Placed,C00263,Pooja,Kapoor,Pune
O000468,2023-05-07,Delivered,C00008,Sara,Joshi,Mumbai
O000365,2023-05-08,Shipped,C00041,Sara,Gupta,Bengaluru
O002305,2023-05-08,Delivered,C00077,Tara,Reddy,Kolkata
O001939,2023-05-08,Cancelled,C00186,Aditya,Iyer,Hyderabad
O002438,2023-05-08,Delivered,C00087,Priya,Patel,Mumbai
O000159,2023-05-09,Placed,C00102,Karan,Verma,Ahmedabad
O000222,2023-05-09,Shipped,C00270,Dev,Mehta,Pune
O001048,2023-05-09,Delivered,C00275,Sneha,Nair,Bhubaneswar
O001391,2023-05-09,Delivered,C00003,Aarav,Mehta,Ahmedabad
O000692,2023-05-10,Delivered,C00022,Sara,Sharma,Bengaluru
O002850,2023-05-10,Delivered,C00334,Nikhil,Verma,Bhubaneswar
O002851,2023-05-10,Delivered,C00290,Vihaan,Rao,Jaipur
O001749,2023-05-10,Delivered,C00063,Arjun,Reddy,Pune
O002820,2023-05-10,Shipped,C00381,Anaya,Sharma,Mumbai
O000999,2023-05-10,Delivered,C00013,Dev,Malhotra,Jaipur
O001251,2023-05-10,Delivered,C00297,Anaya,Das,Jaipur
O000595,2023-05-11,Shipped,C00164,Vihaan,Iyer,Ahmedabad
O002671,2023-05-11,Placed,C00044,Sneha,Rao,Bhubaneswar
O000651,2023-05-12,Delivered,C00337,Riya,Mehta,Kolkata
O000685,2023-05-12,Delivered,C00268,Pooja,Reddy,Delhi
O000994,2023-05-12,Returned,C00209,Karan,Verma,Ahmedabad
O002298,2023-05-12,Delivered,C00394,Riya,Patel,Bhubaneswar
O001543,2023-05-12,Shipped,C00380,Riya,Nair,Bengaluru
O000098,2023-05-13,Cancelled,C00154,Riya,Chatterjee,Mumbai
O001014,2023-05-13,Placed,C00216,Kabir,Patel,Bhubaneswar
O000351,2023-05-14,Delivered,C00225,Isha,Joshi,Kolkata
O002101,2023-05-14,Delivered,C00024,Pooja,Reddy,Pune
O002946,2023-05-14,Delivered,C00036,Sneha,Kapoor,Ahmedabad
O001873,2023-05-14,Delivered,C00065,Karan,Singh,Mumbai
O000488,2023-05-14,Delivered,C00347,Dev,Reddy,Mumbai
O002947,2023-05-14,Delivered,C00358,Dev,Nair,Pune
O001891,2023-05-14,Delivered,C00385,Arjun,Gupta,Mumbai
O000221,2023-05-15,Delivered,C00073,Riya,Singh,Jaipur
O002440,2023-05-15,Shipped,C00055,Arjun,Joshi,Delhi
O001627,2023-05-15,Shipped,C00081,Sneha,Sharma,Chennai
O000758,2023-05-16,Delivered,C00131,Tara,Nair,Ahmedabad
O002854,2023-05-16,Delivered,C00217,Tara,Nair,Kolkata
O001581,2023-05-16,Delivered,C00295,Sara,Mehta,Bhubaneswar
O001078,2023-05-17,Shipped,C00387,Karan,Das,Kolkata
O001428,2023-05-17,Shipped,C00375,Priya,Patel,Chennai
O000439,2023-05-17,Cancelled,C00214,Arjun,Iyer,Jaipur
O000124,2023-05-18,Cancelled,C00172,Riya,Joshi,Kolkata
O000232,2023-05-18,Placed,C00079,Pooja,Malhotra,Chennai
O000409,2023-05-18,Delivered,C00213,Aarav,Nair,Kolkata
O001017,2023-05-18,Delivered,C00014,Sneha,Gupta,Mumbai
O001273,2023-05-18,Cancelled,C00270,Dev,Mehta,Pune
O002405,2023-05-18,Delivered,C00082,Kabir,Joshi,Kolkata
O001745,2023-05-18,Cancelled,C00070,Tara,Iyer,Bengaluru
O001345,2023-05-19,Cancelled,C00095,Vihaan,Malhotra,Chennai
O002932,2023-05-19,Placed,C00234,Rahul,Rao,Mumbai
O001692,2023-05-19,Shipped,C00219,Priya,Kapoor,Jaipur
O001152,2023-05-20,Delivered,C00339,Diya,Mehta,Bhubaneswar
O002515,2023-05-20,Delivered,C00390,Dev,Reddy,Jaipur
O001263,2023-05-20,Delivered,C00232,Sneha,Mehta,Chennai
O001614,2023-05-20,Placed,C00085,Diya,Chatterjee,Delhi
O002386,2023-05-20,Delivered,C00280,Pooja,Singh,Delhi
O001200,2023-05-20,Shipped,C00220,Aditya,Reddy,Bhubaneswar
O000887,2023-05-21,Delivered,C00159,Tara,Verma,Bengaluru
O001350,2023-05-21,Delivered,C00288,Sneha,Malhotra,Chennai
O002009,2023-05-22,Delivered,C00260,Pooja,Mehta,Mumbai
O001801,2023-05-22,Placed,C00087,Priya,Patel,Mumbai
O000210,2023-05-23,Shipped,C00266,Priya,Reddy,Kolkata
O000213,2023-05-23,Delivered,C00197,Sara,Nair,Delhi
O001386,2023-05-23,Delivered,C00211,Kabir,Das,Hyderabad
O000846,2023-05-24,Delivered,C00099,Nikhil,Chatterjee,Pune
O002242,2023-05-24,Delivered,C00323,Sara,Reddy,Mumbai
O002324,2023-05-24,Delivered,C00121,Rohan,Singh,Mumbai
O001510,2023-05-24,Delivered,C00308,Priya,Verma,Delhi
O001497,2023-05-25,Shipped,C00155,Sara,Joshi,Bengaluru
O001676,2023-05-25,Shipped,C00181,Arjun,Patel,Jaipur
O001716,2023-05-25,Shipped,C00077,Tara,Reddy,Kolkata
O002442,2023-05-25,Delivered,C00329,Diya,Gupta,Ahmedabad
O000781,2023-05-26,Cancelled,C00376,Karan,Chatterjee,Jaipur
O001019,2023-05-26,Shipped,C00378,Aditya,Patel,Bengaluru
O000737,2023-05-27,Delivered,C00101,Karan,Nair,Delhi
O000037,2023-05-28,Delivered,C00234,Rahul,Rao,Mumbai
O000744,2023-05-28,Delivered,C00354,Sara,Joshi,Chennai
O001517,2023-05-28,Delivered,C00344,Isha,Malhotra,Pune
O000803,2023-05-28,Delivered,C00026,Sara,Verma,Bhubaneswar
O000192,2023-05-29,Returned,C00032,Tara,Patel,Jaipur
O000209,2023-05-29,Returned,C00095,Vihaan,Malhotra,Chennai
O001348,2023-05-29,Placed,C00208,Tara,Chatterjee,Bengaluru
O002245,2023-05-29,Delivered,C00331,Arjun,Malhotra,Delhi
O001723,2023-05-29,Shipped,C00269,Meera,Singh,Bengaluru
O000217,2023-05-30,Delivered,C00141,Nikhil,Patel,Bhubaneswar
O000330,2023-05-30,Delivered,C00042,Aarav,Singh,Jaipur
O000958,2023-05-30,Cancelled,C00193,Rohan,Reddy,Ahmedabad
O001974,2023-05-30,Delivered,C00021,Aarav,Das,Pune
O002182,2023-05-31,Delivered,C00281,Diya,Das,Chennai
O002184,2023-05-31,Placed,C00375,Priya,Patel,Chennai
O001516,2023-05-31,Cancelled,C00120,Aditya,Kapoor,Kolkata
O000611,2023-06-01,Placed,C00399,Sara,Iyer,Mumbai
O000650,2023-06-01,Delivered,C00008,Sara,Joshi,Mumbai
O001158,2023-06-01,Cancelled,C00317,Tara,Mehta,Delhi
O001310,2023-06-01,Delivered,C00304,Diya,Kapoor,Pune
O002901,2023-06-01,Delivered,C00255,Tara,Chatterjee,Kolkata
O002163,2023-06-01,Cancelled,C00283,Nikhil,Nair,Ahmedabad
O002495,2023-06-02,Delivered,C00224,Aditya,Nair,Hyderabad
O002816,2023-06-02,Delivered,C00006,Nikhil,Mehta,Ahmedabad
O002130,2023-06-02,Shipped,C00071,Nikhil,Patel,Kolkata
O000564,2023-06-03,Placed,C00285,Aditya,Reddy,Hyderabad
O000978,2023-06-03,Delivered,C00042,Aarav,Singh,Jaipur
O002154,2023-06-03,Placed,C00141,Nikhil,Patel,Bhubaneswar
O000166,2023-06-04,Delivered,C00099,Nikhil,Chatterjee,Pune
O001080,2023-06-04,Returned,C00258,Kabir,Gupta,Jaipur
O002711,2023-06-04,Shipped,C00335,Rahul,Joshi,Ahmedabad
O002560,2023-06-04,Returned,C00307,Arjun,Chatterjee,Jaipur
O001047,2023-06-05,Delivered,C00116,Pooja,Rao,Chennai
O001930,2023-06-06,Delivered,C00359,Isha,Patel,Chennai
O002615,2023-06-06,Delivered,C00127,Sara,Rao,Delhi
O002760,2023-06-06,Shipped,C00196,Sara,Reddy,Hyderabad
O002279,2023-06-06,Shipped,C00077,Tara,Reddy,Kolkata
O001733,2023-06-06,Cancelled,C00065,Karan,Singh,Mumbai
O001818,2023-06-06,Cancelled,C00082,Kabir,Joshi,Kolkata
O002807,2023-06-06,Placed,C00352,Rohan,Gupta,Jaipur
O000411,2023-06-07,Returned,C00364,Rohan,Nair,Delhi
O000858,2023-06-07,Delivered,C00054,Vihaan,Patel,Delhi
O001355,2023-06-07,Delivered,C00092,Riya,Verma,Mumbai
O002148,2023-06-07,Delivered,C00265,Nikhil,Reddy,Hyderabad
O002645,2023-06-07,Returned,C00063,Arjun,Reddy,Pune
O002460,2023-06-08,Delivered,C00031,Diya,Reddy,Mumbai
O001020,2023-06-09,Shipped,C00247,Rahul,Patel,Bengaluru
O001592,2023-06-09,Shipped,C00014,Sneha,Gupta,Mumbai
O000426,2023-06-09,Delivered,C00253,Aarav,Nair,Mumbai
O000842,2023-06-09,Shipped,C00189,Aditya,Verma,Kolkata
O000301,2023-06-10,Delivered,C00114,Vihaan,Chatterjee,Jaipur
O002708,2023-06-10,Shipped,C00182,Priya,Verma,Ahmedabad
O002877,2023-06-10,Cancelled,C00278,Rahul,Nair,Kolkata
O000257,2023-06-11,Delivered,C00271,Riya,Das,Chennai
O002768,2023-06-11,Delivered,C00179,Sneha,Sharma,Hyderabad
O000618,2023-06-12,Delivered,C00220,Aditya,Reddy,Bhubaneswar
O001177,2023-06-12,Placed,C00254,Pooja,Malhotra,Jaipur
O002238,2023-06-12,Cancelled,C00130,Kabir,Reddy,Pune
O000537,2023-06-12,Placed,C00069,Dev,Iyer,Bengaluru
O000646,2023-06-13,Delivered,C00176,Arjun,Reddy,Chennai
O001322,2023-06-13,Placed,C00336,Tara,Gupta,Delhi
O002458,2023-06-13,Returned,C00301,Aditya,Nair,Kolkata
O001491,2023-06-13,Cancelled,C00196,Sara,Reddy,Hyderabad
O000390,2023-06-14,Cancelled,C00004,Vihaan,Chatterjee,Delhi
O001456,2023-06-14,Shipped,C00333,Dev,Singh,Kolkata
O000964,2023-06-14,Delivered,C00091,Priya,Mehta,Chennai
O000689,2023-06-15,Delivered,C00019,Aditya,Chatterjee,Jaipur
O000540,2023-06-15,Cancelled,C00317,Tara,Mehta,Delhi
O001651,2023-06-15,Returned,C00250,Rohan,Singh,Hyderabad
O000374,2023-06-16,Delivered,C00151,Isha,Malhotra,Ahmedabad
O002344,2023-06-16,Delivered,C00249,Nikhil,Iyer,Mumbai
O000460,2023-06-16,Shipped,C00167,Pooja,Sharma,Mumbai
O001393,2023-06-16,Returned,C00321,Kabir,Mehta,Ahmedabad
O002241,2023-06-17,Shipped,C00265,Nikhil,Reddy,Hyderabad
O002941,2023-06-17,Delivered,C00056,Aarav,Kapoor,Pune
O001623,2023-06-17,Delivered,C00146,Anaya,Kapoor,Chennai
O002775,2023-06-17,Delivered,C00362,Sara,Das,Pune
O001467,2023-06-18,Cancelled,C00378,Aditya,Patel,Bengaluru
O001838,2023-06-18,Delivered,C00230,Sara,Rao,Ahmedabad
O001890,2023-06-18,Cancelled,C00182,Priya,Verma,Ahmedabad
O002952,2023-06-18,Placed,C00375,Priya,Patel,Chennai
O002640,2023-06-18,Delivered,C00386,Priya,Nair,Jaipur
O000848,2023-06-19,Returned,C00132,Rahul,Kapoor,Jaipur
O001403,2023-06-19,Cancelled,C00179,Sneha,Sharma,Hyderabad
O001685,2023-06-19,Placed,C00252,Priya,Mehta,Kolkata
O002239,2023-06-19,Delivered,C00182,Priya,Verma,Ahmedabad
O000381,2023-06-20,Delivered,C00070,Tara,Iyer,Bengaluru
O001288,2023-06-20,Returned,C00064,Dev,Mehta,Ahmedabad
O002023,2023-06-20,Returned,C00356,Sneha,Reddy,Ahmedabad
O002372,2023-06-20,Delivered,C00065,Karan,Singh,Mumbai
O001877,2023-06-20,Delivered,C00268,Pooja,Reddy,Delhi
O002784,2023-06-20,Cancelled,C00254,Pooja,Malhotra,Jaipur
O001693,2023-06-20,Delivered,C00211,Kabir,Das,Hyderabad
O001647,2023-06-20,Delivered,C00174,Rahul,Mehta,Kolkata
O002499,2023-06-20,Delivered,C00118,Karan,Das,Ahmedabad
O001409,2023-06-20,Cancelled,C00305,Isha,Kapoor,Kolkata
O002036,2023-06-21,Shipped,C00351,Karan,Sharma,Chennai
O001377,2023-06-21,Delivered,C00080,Karan,Kapoor,Ahmedabad
O000230,2023-06-22,Delivered,C00317,Tara,Mehta,Delhi
O002541,2023-06-22,Shipped,C00172,Riya,Joshi,Kolkata
O001555,2023-06-22,Delivered,C00350,Vihaan,Sharma,Mumbai
O002778,2023-06-22,Shipped,C00367,Kabir,Gupta,Mumbai
O001072,2023-06-23,Cancelled,C00335,Rahul,Joshi,Ahmedabad
O001670,2023-06-23,Delivered,C00228,Anaya,Iyer,Ahmedabad
O002544,2023-06-23,Cancelled,C00312,Dev,Gupta,Bengaluru
O001710,2023-06-23,Delivered,C00059,Tara,Nair,Ahmedabad
O000152,2023-06-24,Delivered,C00166,Sneha,Iyer,Mumbai
O000929,2023-06-24,Delivered,C00022,Sara,Sharma,Bengaluru
O001238,2023-06-24,Cancelled,C00260,Pooja,Mehta,Mumbai
O002322,2023-06-24,Delivered,C00202,Vihaan,Das,Bhubaneswar
O001305,2023-06-24,Delivered,C00199,Pooja,Patel,Kolkata
O002428,2023-06-24,Cancelled,C00276,Diya,Patel,Ahmedabad
O000350,2023-06-25,Cancelled,C00179,Sneha,Sharma,Hyderabad
O002508,2023-06-25,Delivered,C00147,Riya,Verma,Pune
O002616,2023-06-25,Delivered,C00286,Vihaan,Das,Delhi
O001038,2023-06-25,Placed,C00229,Nikhil,Verma,Ahmedabad
O000642,2023-06-26,Delivered,C00284,Riya,Joshi,Kolkata
O001025,2023-06-26,Delivered,C00340,Tara,Patel,Jaipur
O002079,2023-06-26,Delivered,C00332,Pooja,Rao,Pune
O002762,2023-06-26,Delivered,C00155,Sara,Joshi,Bengaluru
O002606,2023-06-26,Delivered,C00219,Priya,Kapoor,Jaipur
O002035,2023-06-26,Cancelled,C00195,Meera,Chatterjee,Bengaluru
O000989,2023-06-27,Delivered,C00213,Aarav,Nair,Kolkata
O002659,2023-06-27,Delivered,C00284,Riya,Joshi,Kolkata
O002421,2023-06-27,Shipped,C00189,Aditya,Verma,Kolkata
O001768,2023-06-27,Cancelled,C00126,Sneha,Patel,Ahmedabad
O002563,2023-06-27,Delivered,C00392,Pooja,Sharma,Jaipur
O001119,2023-06-28,Delivered,C00041,Sara,Gupta,Bengaluru
O002771,2023-06-28,Delivered,C00190,Aditya,Kapoor,Delhi
O002476,2023-06-28,Cancelled,C00170,Rohan,Singh,Delhi
O002779,2023-06-28,Delivered,C00251,Priya,Rao,Mumbai
O000286,2023-06-28,Placed,C00158,Sneha,Nair,Pune
O001029,2023-06-29,Delivered,C00076,Arjun,Verma,Delhi
O001484,2023-06-29,Delivered,C00394,Riya,Patel,Bhubaneswar
O002059,2023-06-29,Delivered,C00230,Sara,Rao,Ahmedabad
O001585,2023-06-29,Delivered,C00217,Tara,Nair,Kolkata
O002607,2023-06-29,Placed,C00062,Aditya,Gupta,Mumbai
O000764,2023-06-30,Delivered,C00134,Sara,Joshi,Chennai
O000981,2023-06-30,Cancelled,C00042,Aarav,Singh,Jaipur
O002080,2023-06-30,Cancelled,C00199,Pooja,Patel,Kolkata
O001719,2023-06-30,Delivered,C00311,Tara,Singh,Bhubaneswar
O001903,2023-06-30,Shipped,C00236,Diya,Gupta,Pune
O002404,2023-06-30,Delivered,C00072,Pooja,Joshi,Mumbai
O000441,2023-06-30,Returned,C00122,Karan,Reddy,Jaipur
O000474,2023-06-30,Shipped,C00070,Tara,Iyer,Bengaluru
O000020,2023-07-01,Shipped,C00241,Pooja,Joshi,Pune
O000928,2023-07-01,Returned,C00021,Aarav,Das,Pune
O000991,2023-07-01,Delivered,C00125,Aditya,Nair,Pune
O001134,2023-07-01,Shipped,C00263,Pooja,Kapoor,Pune
O002155,2023-07-01,Shipped,C00231,Tara,Patel,Jaipur
O000481,2023-07-01,Delivered,C00171,Pooja,Sharma,Bhubaneswar
O000782,2023-07-02,Delivered,C00232,Sneha,Mehta,Chennai
O000984,2023-07-02,Delivered,C00005,Karan,Verma,Bhubaneswar
O001160,2023-07-02,Placed,C00235,Nikhil,Rao,Kolkata
O001993,2023-07-02,Returned,C00071,Nikhil,Patel,Kolkata
O002017,2023-07-02,Delivered,C00361,Dev,Sharma,Jaipur
