user_id,transaction_date,region,product_category,sale_amount,age,subscription,city,email,username,price,store_id,status,raw_timestamp
U1204,2024-10-28,South,Groceries,150.79,27,Free,Springfield,user204@example.com,user_204,994.34,S019,Active,2024-04-03 19:00:00
U1387,2024-01-21,West,Books,389.94,17,Basic,Riverside,,user_387,655.24,S010,,2024-12-21 15:00:00
U1037,2024-05-02,South,Books,474.14,45,Free,Clinton,user37@example.com,user_37,750.45,S004,Inactive,2024-06-08 03:00:00
U1482,11/17/2024,West,Electronics,470.96,44,Basic,Springfield,user482@example.com,user_482,989.11,S019,Inactive,2024-06-28 09:00:00
U1017,2024-10-18,West,Sports,330.4,52,Free,Madison,user17@example.com,user_17,246.3,S013,Inactive,2024-12-09 20:00:00
U1183,2024-06-07,East,Clothing,198.41,56,Free,Riverside,user183@example.com,user_183,246.25,S008,Active,2024-08-10 03:00:00
U1112,09/04/2024,East,Groceries,159.73,61,Basic,Madison,user112@example.com,user_112,566.03,S011,Inactive,2024-08-26 03:00:00
U1326,2024-10-02,East,Sports,133.04,46,Free,Franklin,user326@example.com,user_326,906.98,S017,Active,2024-05-10 05:00:00
U1274,2024-11-03,East,Sports,135.94,62,Free,Madison,user274@example.com,user_274,384.43,S005,Active,2024-01-09 06:00:00
U1135,06/01/2024,South,Sports,118.68,45,Basic,Franklin,user135@example.com,user_135,121.72,S014,Active,2024-05-03 06:00:00
U1402,02/11/2024,East,Groceries,43.09,26,Basic,Riverside,user402@example.com,user_402,525.48,S001,Pending,2024-08-01 21:00:00
U1277,05/10/2024,East,Electronics,439.0,42,Basic,Greenville,,user_277,,S017,Active,2024-09-23 00:00:00
U1337,10/12/2024,West,Clothing,202.03,35,Basic,Salem,user337@example.com,user_337,693.05,S005,,2024-11-26 14:00:00
U1208,2024-10-07,North,Sports,447.15,61,Premium,Georgetown,user208@example.com,user_208,165.53,S004,Pending,2024-04-15 06:00:00
U1459,12/01/2024,North,Books,453.9,67,Free,Franklin,user459@example.com,user_459,329.94,S002,Active,2024-10-07 19:00:00
U1062,04/11/2024,South,Electronics,288.1,52,Basic,Clinton,,user_62,18.02,S002,,2024-05-26 07:00:00
U1253,2024-09-20,South,Electronics,280.52,24,Premium,Clinton,,user_253,49.54,S011,Active,2025-01-31 20:00:00
U1079,05/19/2024,South,Home & Kitchen,210.02,29,Free,Riverside,user79@example.com,user_79,597.2,S017,Pending,2024-01-24 07:00:00
U1289,01/26/2025,South,Clothing,68.48,49,Basic,Salem,user289@example.com,user_289,861.8,S006,,2024-03-02 22:00:00
U1249,10/14/2024,South,Books,421.49,34,Basic,Springfield,user249@example.com,,673.55,S007,Pending,2025-01-19 05:00:00
U1384,03/13/2024,West,Home & Kitchen,311.09,31,Free,Franklin,,user_384,822.53,S004,,2024-11-08 05:00:00
U1253,2024-09-20,South,Electronics,280.52,24,Premium,Clinton,,user_253,49.54,S011,Active,2025-01-31 20:00:00
U1202,2025-01-02,North,Electronics,,53,Free,Franklin,user202@example.com,user_202,960.95,S012,,2024-10-27 03:00:00
U1168,09/08/2024,South,Home & Kitchen,284.87,66,Premium,Clinton,,user_168,782.93,S019,,2024-10-08 16:00:00
U1098,01/23/2024,North,Groceries,181.76,20,Basic,Greenville,user98@example.com,user_98,737.84,S011,Inactive,2024-01-23 11:00:00
U1390,2024-09-11,East,Books,31.74,39,Basic,Greenville,user390@example.com,user_390,760.82,S002,Active,2025-01-14 01:00:00
U1363,12/30/2024,South,Home & Kitchen,109.55,27,Basic,Franklin,user363@example.com,user_363,841.56,S005,Pending,2024-12-09 04:00:00
U1213,2024-03-29,East,Clothing,214.57,59,Basic,Greenville,user213@example.com,user_213,265.31,S003,Active,2024-07-17 17:00:00
U1421,2024-01-15,East,Books,474.65,38,Basic,Franklin,user421@example.com,user_421,509.86,S003,Active,2024-10-23 00:00:00
U1026,04/07/2024,West,Books,262.36,67,Free,Greenville,user26@example.com,user_26,336.9,S011,Active,2025-01-03 09:00:00
U1234,2024-04-11,North,Sports,182.17,42,Basic,Franklin,,user_234,933.79,S011,Inactive,2024-01-02 00:00:00
U1252,2024-05-08,South,Clothing,353.79,57,Basic,Greenville,user252@example.com,user_252,185.65,S003,Inactive,2024-03-29 23:00:00
U1341,01/26/2025,West,Home & Kitchen,251.83,67,Premium,Salem,user341@example.com,user_341,416.05,S003,Active,2024-05-05 17:00:00
U1245,01/01/2025,West,Home & Kitchen,318.45,59,Free,Riverside,user245@example.com,user_245,956.63,S005,,2024-01-03 16:00:00
U1270,07/12/2024,West,Sports,486.47,30,Free,Georgetown,user270@example.com,user_270,487.29,S020,Active,2024-09-13 04:00:00
U1051,07/28/2024,North,Books,84.61,42,Free,Salem,user51@example.com,user_51,554.6,S015,Active,2024-06-10 08:00:00
U1046,2024-06-04,East,Electronics,211.01,54,Free,Greenville,user46@example.com,user_46,304.38,S019,,2024-06-05 18:00:00
U1474,06/23/2024,West,Sports,79.83,60,Free,Riverside,user474@example.com,user_474,462.56,S004,Active,2025-02-04 19:00:00
U1142,2024-08-26,South,Groceries,188.5,42,Premium,Greenville,user142@example.com,,588.19,S014,Pending,2024-03-19 06:00:00
U1306,2025-01-11,East,Home & Kitchen,480.8,36,Premium,Springfield,user306@example.com,user_306,486.42,S010,Inactive,2024-07-03 01:00:00
U1087,2024-09-15,West,Clothing,495.54,49,Free,Franklin,user87@example.com,user_87,776.72,S020,Active,2024-11-19 20:00:00
U1255,2024-04-23,North,Groceries,113.13,64,Free,Salem,user255@example.com,user_255,18.72,S012,,2024-05-03 20:00:00
U1344,2024-03-09,North,Groceries,264.7,60,Premium,Springfield,user344@example.com,user_344,987.32,S016,Pending,2024-08-06 19:00:00
U1068,2025-01-07,South,Books,247.23,42,Basic,Springfield,user68@example.com,user_68,243.75,S012,Active,2024-12-17 11:00:00
U1393,2024-07-10,South,Books,182.5,33,Premium,Madison,user393@example.com,user_393,145.14,S015,,2024-08-02 05:00:00
U1057,2024-11-29,South,Electronics,482.85,37,Premium,Salem,user57@example.com,user_57,,S005,,2024-12-01 04:00:00
U1045,05/25/2024,South,Home & Kitchen,482.92,32,Basic,Riverside,user45@example.com,user_45,633.15,S002,Inactive,2024-03-17 18:00:00
U1146,10/09/2024,West,Electronics,141.0,34,Premium,Georgetown,user146@example.com,user_146,105.35,S005,Inactive,2024-04-08 19:00:00
U1258,2025-01-31,South,Electronics,415.23,63,Basic,Riverside,user258@example.com,user_258,338.4,S003,Active,2024-01-28 05:00:00
U1102,12/04/2024,North,Home & Kitchen,215.93,60,Basic,Madison,user102@example.com,user_102,618.7,S014,Pending,2024-11-23 01:00:00
U1416,2025-01-27,West,Sports,274.14,36,Free,Clinton,user416@example.com,user_416,539.08,S012,Inactive,2024-01-07 04:00:00
U1362,2024-07-25,North,Electronics,276.7,19,Premium,Madison,user362@example.com,user_362,,S014,,2024-11-16 10:00:00
U1185,01/18/2025,West,Electronics,217.52,49,Premium,Clinton,user185@example.com,user_185,460.65,S012,Active,2024-09-12 18:00:00
U1496,2024-01-22,South,Sports,486.18,16,Premium,Salem,user496@example.com,user_496,999.25,S007,Pending,2024-01-24 05:00:00
U1226,10/26/2024,South,Electronics,433.86,53,Free,Riverside,user226@example.com,user_226,683.89,S017,Pending,2024-07-30 01:00:00
U1149,12/20/2024,North,Electronics,343.79,33,Free,Springfield,user149@example.com,user_149,,S007,Inactive,2025-01-20 22:00:00
U1073,2024-02-03,North,Sports,276.44,36,Basic,Clinton,user73@example.com,user_73,704.76,S018,Inactive,2024-08-08 14:00:00
U1059,04/30/2024,East,Books,489.28,64,Free,Riverside,user59@example.com,user_59,55.53,S002,Pending,2024-07-02 11:00:00
U1016,2024-04-21,West,Books,29.82,46,Free,Franklin,user16@example.com,user_16,77.84,S003,Inactive,2024-07-25 03:00:00
U1484,2024-08-05,South,Clothing,187.8,49,Basic,Georgetown,user484@example.com,user_484,996.55,S016,,2024-03-24 04:00:00
U1413,01/13/2025,East,Electronics,81.24,35,Free,Salem,user413@example.com,user_413,187.58,S008,Active,2024-03-02 08:00:00
U1371,01/10/2025,West,Books,410.67,19,Premium,Salem,user371@example.com,user_371,754.9,S018,Inactive,2024-07-13 21:00:00
U1469,01/27/2024,West,Electronics,357.98,42,Basic,Clinton,,user_469,727.37,S016,Inactive,2024-12-31 01:00:00
U1004,01/30/2025,West,Clothing,193.16,45,Free,Madison,user4@example.com,user_4,704.8,S003,Inactive,2024-09-30 23:00:00
U1095,01/23/2025,South,Sports,,21,Premium,Clinton,user95@example.com,user_95,612.79,S014,Active,2025-02-01 09:00:00
U1205,2024-06-11,West,Home & Kitchen,373.94,31,Basic,Madison,user205@example.com,user_205,711.88,S011,,2024-01-06 08:00:00
U1106,12/07/2024,West,Sports,446.21,70,Premium,Franklin,user106@example.com,user_106,208.97,S005,Inactive,2024-09-09 00:00:00
U1193,08/19/2024,South,Groceries,49.76,67,Free,Clinton,user193@example.com,user_193,,S011,Inactive,2024-02-16 22:00:00
U1296,11/05/2024,North,Home & Kitchen,469.69,63,Free,Salem,user296@example.com,user_296,,S008,Pending,2025-01-15 22:00:00
U1340,2024-06-20,East,Clothing,357.46,42,Basic,Clinton,user340@example.com,user_340,188.89,S005,Inactive,2024-01-02 19:00:00
U1420,2024-01-17,South,Electronics,26.42,35,Free,Springfield,user420@example.com,user_420,213.35,S007,Inactive,2024-12-09 11:00:00
U1110,2024-03-27,East,Books,451.49,37,Free,Springfield,user110@example.com,,,S019,Pending,2024-11-29 06:00:00
U1471,2025-01-06,South,Groceries,256.28,53,Free,Madison,user471@example.com,user_471,473.78,S010,,2024-08-01 21:00:00
U1118,06/02/2024,West,Groceries,59.25,42,Free,Clinton,user118@example.com,user_118,36.38,S016,Pending,2024-12-01 18:00:00
U1463,2024-08-11,South,Groceries,68.26,35,Premium,Georgetown,user463@example.com,user_463,54.64,S004,,2024-07-30 03:00:00
U1488,2024-08-31,East,Sports,382.03,58,Basic,Franklin,user488@example.com,user_488,667.86,S014,,2024-04-29 12:00:00
U1113,05/16/2024,East,Clothing,148.65,40,Free,Georgetown,user113@example.com,user_113,334.16,S019,Pending,2024-04-07 05:00:00
U1470,2024-09-27,South,Sports,36.44,57,Basic,Salem,user470@example.com,user_470,453.84,S014,Active,2024-03-23 09:00:00
U1022,03/16/2024,East,Electronics,450.0,66,Premium,Madison,user22@example.com,user_22,782.32,S014,Inactive,2024-05-01 05:00:00
U1359,2024-06-24,East,Books,370.99,61,Free,Salem,user359@example.com,user_359,106.68,S015,Inactive,2024-06-06 12:00:00
U1054,2024-08-24,East,Home & Kitchen,149.47,61,Basic,Georgetown,user54@example.com,user_54,555.75,S013,Inactive,2024-11-02 16:00:00
U1084,2024-03-29,West,Clothing,315.83,45,Free,Salem,user84@example.com,user_84,986.67,S011,Pending,2024-03-18 14:00:00
U1357,12/24/2024,North,Home & Kitchen,37.36,23,Basic,Salem,user357@example.com,user_357,608.4,S005,Active,2024-07-26 22:00:00
U1215,05/26/2024,South,Groceries,245.36,54,Basic,Springfield,user215@example.com,user_215,684.0,S013,Active,2024-07-21 10:00:00
U1154,06/15/2024,West,Groceries,390.69,62,Free,Greenville,user154@example.com,user_154,147.45,S010,Pending,2024-09-09 04:00:00
U1425,2024-04-01,South,Books,221.84,58,Free,Riverside,user425@example.com,user_425,977.8,S006,Active,2024-07-05 06:00:00
U1290,09/22/2024,North,Books,,59,Premium,Georgetown,user290@example.com,user_290,267.1,S018,Pending,2024-05-01 08:00:00
U1170,05/14/2024,West,Home & Kitchen,63.11,67,Premium,Greenville,user170@example.com,user_170,713.65,S014,Inactive,2024-11-11 04:00:00
U1240,2025-01-07,South,Groceries,322.5,25,Free,Springfield,,user_240,474.6,S016,Inactive,2024-02-08 15:00:00
U1244,11/20/2024,North,Books,448.95,47,Premium,Georgetown,user244@example.com,user_244,930.91,S013,Inactive,2024-08-22 06:00:00
U1097,05/29/2024,West,Sports,287.48,27,Free,Riverside,user97@example.com,user_97,548.64,S017,Active,2024-07-18 15:00:00
U1419,2024-04-23,East,Books,67.05,24,Premium,Georgetown,user419@example.com,user_419,776.95,S014,Active,2024-04-10 03:00:00
U1036,2024-05-09,South,Electronics,30.78,38,Premium,Riverside,user36@example.com,user_36,950.12,S007,Active,2024-11-14 04:00:00
U1104,12/13/2024,North,Groceries,43.06,24,Free,Madison,user104@example.com,user_104,122.31,S006,,2024-09-22 12:00:00
U1103,02/08/2024,North,Sports,341.31,17,Premium,Salem,,user_103,372.67,S013,Active,2024-11-05 04:00:00
U1441,2024-05-01,North,Groceries,369.93,67,Free,Greenville,user441@example.com,user_441,221.97,S009,,2024-07-28 08:00:00
U1177,04/25/2024,West,Electronics,409.47,43,Free,Franklin,user177@example.com,user_177,807.9,S004,Pending,2024-07-07 09:00:00
U1444,2024-09-30,South,Home & Kitchen,,41,Basic,Clinton,user444@example.com,user_444,218.28,S006,,2024-11-19 10:00:00
U1418,2024-02-09,East,Electronics,159.23,39,Premium,Salem,user418@example.com,user_418,348.62,S010,Active,2025-01-16 03:00:00
U1383,01/29/2024,West,Home & Kitchen,404.52,58,Free,Salem,user383@example.com,user_383,743.64,S008,Active,2024-01-19 23:00:00
U1260,2024-10-26,West,Groceries,57.54,66,Free,Clinton,user260@example.com,user_260,387.6,S001,,2024-03-21 17:00:00
U1430,06/08/2024,South,Electronics,247.82,51,Free,Salem,user430@example.com,user_430,397.47,S016,,2024-11-11 21:00:00
U1030,04/09/2024,South,Home & Kitchen,329.75,16,Premium,Georgetown,user30@example.com,user_30,469.9,S018,Inactive,2024-03-03 14:00:00
U1323,09/06/2024,East,Sports,369.16,31,Premium,Riverside,user323@example.com,user_323,580.26,S004,,2024-08-04 11:00:00
U1397,2024-05-31,West,Electronics,155.89,61,Basic,Springfield,user397@example.com,user_397,706.1,S006,Pending,2024-11-16 14:00:00
U1472,11/30/2024,South,Clothing,144.82,63,Premium,Salem,user472@example.com,user_472,109.89,S014,,2024-06-04 07:00:00
U1005,2024-05-05,South,Home & Kitchen,463.07,60,Free,Greenville,user5@example.com,user_5,236.76,S002,Pending,2024-07-24 08:00:00
U1189,05/29/2024,East,Home & Kitchen,486.07,65,Premium,Greenville,user189@example.com,user_189,,S018,Pending,2024-11-21 22:00:00
U1150,2024-07-22,North,Clothing,285.51,70,Basic,Madison,user150@example.com,user_150,692.42,S003,Pending,2024-01-28 03:00:00
U1176,2024-07-09,West,Home & Kitchen,364.36,64,Premium,Georgetown,user176@example.com,user_176,,S016,Active,2024-03-08 18:00:00
U1309,10/12/2024,South,Books,346.18,38,Free,Franklin,user309@example.com,user_309,563.43,S018,,2024-04-07 18:00:00
U1159,03/19/2024,South,Electronics,300.98,53,Basic,Georgetown,user159@example.com,user_159,896.55,S018,Active,2024-02-25 07:00:00
U1241,2024-06-13,North,Groceries,115.24,57,Basic,Georgetown,user241@example.com,user_241,577.3,S003,,2024-08-16 10:00:00
U1076,06/08/2024,West,Sports,81.59,46,Premium,Riverside,user76@example.com,user_76,285.78,S008,,2024-10-14 19:00:00
U1075,2024-08-09,North,Clothing,295.3,51,Free,Madison,user75@example.com,user_75,941.72,S014,Active,2024-05-27 19:00:00
U1278,2024-07-11,North,Home & Kitchen,81.62,57,Free,Clinton,user278@example.com,user_278,615.76,S013,Inactive,2024-07-30 17:00:00
U1299,10/07/2024,East,Books,297.46,45,Free,Georgetown,user299@example.com,user_299,353.7,S018,Inactive,2024-02-15 14:00:00
U1331,08/06/2024,North,Home & Kitchen,107.34,24,Free,Greenville,user331@example.com,user_331,528.57,S005,,2025-01-29 04:00:00
U1184,2024-08-20,North,Books,371.63,23,Premium,Franklin,user184@example.com,user_184,527.78,S009,Inactive,2024-07-09 04:00:00
U1263,2024-04-02,South,Books,148.87,20,Basic,Riverside,user263@example.com,user_263,363.57,S008,Active,2024-05-25 19:00:00
U1224,2024-07-17,East,Groceries,115.07,50,Free,Salem,user224@example.com,user_224,846.97,S018,Inactive,2024-05-30 03:00:00
U1300,06/06/2024,South,Groceries,10.23,49,Premium,Madison,user300@example.com,user_300,497.01,S016,Pending,2024-01-05 13:00:00
U1480,04/15/2024,North,Books,102.66,35,Premium,Springfield,user480@example.com,user_480,881.08,S017,Pending,2024-04-19 02:00:00
U1395,08/30/2024,North,Electronics,369.41,31,Premium,Madison,user395@example.com,user_395,946.79,S019,Active,2024-08-01 01:00:00
U1031,03/09/2024,North,Home & Kitchen,361.04,48,Basic,Salem,user31@example.com,user_31,266.6,S008,Pending,2025-01-27 16:00:00
U1466,2024-02-29,East,Books,347.44,58,Free,Salem,user466@example.com,user_466,693.76,S013,Pending,2024-02-14 04:00:00
U1071,2024-03-08,North,Clothing,12.81,32,Premium,Franklin,user71@example.com,user_71,481.48,S012,Active,2024-08-19 16:00:00
U1125,07/27/2024,South,Books,482.14,36,Basic,Springfield,user125@example.com,user_125,539.8,S002,Inactive,2024-08-01 05:00:00
U1096,05/01/2024,West,Electronics,321.28,55,Basic,Riverside,user96@example.com,user_96,26.27,S017,Inactive,2025-01-02 04:00:00
U1228,01/03/2024,North,Clothing,88.46,64,Premium,Salem,user228@example.com,user_228,439.37,S014,,2024-08-07 15:00:00
U1365,08/20/2024,South,Home & Kitchen,96.97,54,Premium,Salem,user365@example.com,user_365,416.73,S018,Pending,2024-01-18 01:00:00
U1247,2024-12-20,North,Home & Kitchen,485.39,44,Premium,Franklin,user247@example.com,user_247,305.92,S018,Pending,2024-12-30 23:00:00
U1460,2024-07-14,South,Groceries,482.7,41,Premium,Springfield,user460@example.com,user_460,292.09,S005,Active,2024-06-01 15:00:00
U1182,2024-01-09,West,Groceries,461.68,66,Basic,Clinton,user182@example.com,user_182,704.79,S003,Inactive,2024-05-22 02:00:00
U1008,2024-12-14,North,Books,150.28,26,Basic,Springfield,user8@example.com,user_8,505.58,S006,Active,2024-11-16 09:00:00
U1261,2024-04-22,South,Sports,318.85,35,Free,Madison,user261@example.com,,149.96,S002,Active,2024-10-20 19:00:00
U1327,01/31/2024,East,Books,31.28,57,Premium,Riverside,user327@example.com,user_327,663.5,S004,Active,2024-05-29 20:00:00
U1065,02/28/2024,West,Clothing,116.68,59,Free,Georgetown,user65@example.com,user_65,792.78,S001,Pending,2024-10-01 03:00:00
U1294,2024-07-29,North,Books,103.48,52,Free,Franklin,user294@example.com,user_294,515.34,S015,Active,2024-07-14 19:00:00
U1454,09/28/2024,East,Groceries,26.86,24,Basic,Clinton,user454@example.com,user_454,878.17,S020,Pending,2024-09-21 10:00:00
U1428,12/13/2024,East,Groceries,52.69,20,Free,Salem,user428@example.com,user_428,495.35,S009,Pending,2024-10-03 17:00:00
U1035,2024-10-15,West,Books,434.09,27,Premium,Clinton,user35@example.com,user_35,763.62,S013,Pending,2025-01-20 13:00:00
U1305,02/06/2024,East,Clothing,128.79,40,Premium,Riverside,user305@example.com,user_305,975.22,S008,Active,2024-04-11 14:00:00
U1007,2024-07-04,East,Sports,379.11,23,Premium,Franklin,user7@example.com,user_7,387.8,S015,Pending,2024-10-10 00:00:00
U1386,2024-10-06,North,Clothing,298.58,37,Premium,Riverside,user386@example.com,user_386,376.23,S006,,2024-05-04 18:00:00
U1422,2024-09-27,East,Groceries,378.24,16,Free,Riverside,user422@example.com,user_422,479.97,S019,Inactive,2024-08-13 21:00:00
U1156,01/04/2024,North,Sports,431.79,44,Basic,Georgetown,user156@example.com,user_156,144.76,S011,Inactive,2024-09-02 10:00:00
U1301,2024-05-29,West,Sports,208.81,51,Basic,Georgetown,user301@example.com,user_301,830.14,S008,Pending,2024-02-10 13:00:00
U1496,2024-01-22,South,Sports,486.18,16,Premium,Salem,user496@example.com,user_496,999.25,S007,Pending,2024-01-24 05:00:00
U1468,01/29/2025,East,Home & Kitchen,62.65,25,Free,Salem,user468@example.com,user_468,589.37,S007,Pending,2024-10-18 12:00:00
U1464,08/25/2024,North,Groceries,385.48,17,Premium,Salem,user464@example.com,user_464,92.46,S010,Pending,2024-10-27 23:00:00
U1014,04/07/2024,East,Home & Kitchen,234.0,20,Basic,Riverside,user14@example.com,user_14,969.31,S008,Inactive,2024-07-27 15:00:00
U1346,2024-08-26,East,Sports,209.95,37,Basic,Greenville,,user_346,792.29,S010,Pending,2024-09-16 17:00:00
U1334,02/03/2025,East,Sports,237.04,57,Basic,Franklin,user334@example.com,user_334,201.33,S002,,2025-01-26 00:00:00
U1174,2024-07-22,South,Clothing,164.82,34,Basic,Franklin,user174@example.com,user_174,685.73,S002,Active,2024-02-20 20:00:00
U1052,2024-06-14,South,Sports,5.57,50,Basic,Georgetown,user52@example.com,user_52,503.51,S015,Active,2024-04-14 08:00:00
U1366,10/17/2024,North,Electronics,481.06,21,Premium,Clinton,user366@example.com,user_366,97.56,S016,Active,2024-12-16 20:00:00
U1410,2024-07-22,South,Groceries,11.03,38,Basic,Clinton,user410@example.com,user_410,730.57,S015,,2024-08-14 09:00:00
U1220,2024-05-12,North,Electronics,85.64,52,Premium,Greenville,user220@example.com,user_220,415.41,S001,Active,2024-08-30 04:00:00
U1238,2025-01-06,East,Electronics,297.42,67,Free,Salem,user238@example.com,user_238,38.53,S005,,2024-09-06 03:00:00
U1197,04/05/2024,North,Home & Kitchen,22.15,55,Free,Greenville,user197@example.com,user_197,484.24,S003,Pending,2024-07-15 04:00:00
U1489,2024-06-22,South,Books,48.82,26,Free,Springfield,user489@example.com,user_489,565.43,S004,Active,2024-04-08 19:00:00
U1006,2024-02-03,North,Clothing,200.84,57,Basic,Franklin,user6@example.com,user_6,270.11,S019,,2024-10-25 12:00:00
U1320,10/22/2024,West,Electronics,170.52,68,Basic,Georgetown,user320@example.com,user_320,750.2,S020,Active,2024-11-20 20:00:00
U1338,2024-02-16,East,Sports,349.58,24,Basic,Georgetown,user338@example.com,,897.65,S007,,2024-02-16 08:00:00
U1307,2024-12-07,West,Clothing,165.63,26,Basic,Riverside,user307@example.com,user_307,585.27,S016,Inactive,2024-07-09 02:00:00
U1120,06/09/2024,East,Home & Kitchen,208.14,65,Free,Salem,user120@example.com,user_120,146.7,S007,Pending,2024-12-05 15:00:00
U1211,07/14/2024,East,Home & Kitchen,222.67,32,Premium,Clinton,user211@example.com,user_211,105.74,S012,,2025-01-22 18:00:00
U1317,2024-10-15,South,Sports,130.77,44,Basic,Georgetown,,user_317,26.14,S005,Pending,2024-01-04 09:00:00
U1434,2024-09-07,East,Groceries,406.67,58,Basic,Franklin,user434@example.com,user_434,501.98,S003,Inactive,2024-05-27 08:00:00
U1206,2024-04-17,West,Groceries,58.48,16,Premium,Georgetown,user206@example.com,user_206,419.88,S013,Pending,2024-10-06 12:00:00
U1196,2024-03-06,North,Electronics,233.19,26,Free,Georgetown,user196@example.com,user_196,,S014,Inactive,2024-06-30 06:00:00
U1151,2024-08-11,West,Groceries,308.86,54,Basic,Madison,,user_151,495.7,S012,,2024-08-09 05:00:00
U1487,01/25/2024,North,Clothing,371.13,16,Premium,Madison,user487@example.com,user_487,316.6,S015,Pending,2025-02-04 12:00:00
U1491,11/06/2024,South,Sports,431.68,17,Basic,Georgetown,user491@example.com,,388.19,S003,Active,2024-02-20 17:00:00
U1408,08/14/2024,West,Books,24.84,59,Free,Riverside,user408@example.com,user_408,451.51,S003,Pending,2024-01-29 19:00:00
U1347,2024-06-14,West,Books,201.04,52,Free,Springfield,user347@example.com,user_347,923.06,S016,,2024-01-19 20:00:00
U1053,2024-10-08,North,Home & Kitchen,244.93,17,Free,Greenville,user53@example.com,user_53,,S014,Active,2024-04-25 03:00:00
U1396,01/21/2024,West,Home & Kitchen,242.24,67,Free,Riverside,user396@example.com,user_396,22.3,S014,Inactive,2024-03-08 11:00:00
U1431,06/29/2024,North,Electronics,,18,Premium,Madison,user431@example.com,user_431,,S011,,2024-02-19 13:00:00
U1406,01/22/2024,East,Home & Kitchen,96.33,51,Free,Springfield,user406@example.com,user_406,453.94,S006,Pending,2024-03-03 00:00:00
U1313,01/17/2024,South,Sports,297.2,19,Basic,Greenville,user313@example.com,user_313,216.65,S016,Active,2024-08-27 20:00:00
U1155,2024-02-02,South,Groceries,244.69,20,Basic,Clinton,user155@example.com,user_155,620.5,S015,Active,2024-03-10 09:00:00
U1029,12/05/2024,West,Clothing,116.2,28,Premium,Springfield,user29@example.com,user_29,770.8,S015,,2024-11-18 18:00:00
U1227,2024-03-18,East,Groceries,286.85,45,Premium,Madison,user227@example.com,user_227,339.3,S006,Pending,2024-11-20 01:00:00
U1368,12/21/2024,North,Electronics,291.18,52,Premium,Clinton,user368@example.com,user_368,91.69,S017,Active,2024-05-22 08:00:00
U1066,08/20/2024,North,Sports,321.08,39,Premium,Greenville,user66@example.com,user_66,334.73,S020,Inactive,2024-11-27 02:00:00
U1034,2024-08-02,South,Clothing,245.39,40,Basic,Georgetown,user34@example.com,user_34,980.91,S018,Active,2024-07-20 18:00:00
U1356,2024-10-17,West,Books,230.51,59,Free,Salem,user356@example.com,user_356,896.74,S009,Pending,2024-07-19 05:00:00
U1161,2025-01-17,South,Groceries,387.31,53,Free,Franklin,user161@example.com,,421.82,S003,Active,2025-01-08 04:00:00
U1194,05/07/2024,South,Sports,152.93,68,Premium,Springfield,user194@example.com,user_194,554.62,S004,,2024-02-22 04:00:00
U1018,06/02/2024,North,Electronics,,55,Free,Riverside,user18@example.com,user_18,933.93,S003,Inactive,2024-07-08 09:00:00
U1032,2024-09-05,North,Home & Kitchen,146.44,33,Basic,Madison,user32@example.com,user_32,389.2,S005,Inactive,2024-02-02 13:00:00
U1044,2024-05-31,North,Clothing,355.47,24,Basic,Springfield,user44@example.com,user_44,135.02,S016,Active,2024-01-07 18:00:00
U1064,2025-01-09,West,Groceries,210.67,28,Premium,Madison,user64@example.com,user_64,264.4,S016,Pending,2025-01-17 10:00:00
U1297,2025-01-18,East,Clothing,52.3,46,Free,Springfield,,user_297,92.42,S009,Inactive,2024-02-13 20:00:00
U1229,2024-07-15,West,Sports,189.69,16,Basic,Greenville,,,234.0,S012,Pending,2024-03-07 03:00:00
U1426,2024-06-22,South,Electronics,215.23,47,Basic,Clinton,user426@example.com,user_426,362.54,S020,,2024-09-05 16:00:00
U1049,06/06/2024,South,Electronics,155.53,41,Basic,Salem,user49@example.com,user_49,737.19,S020,Pending,2024-01-14 02:00:00
U1392,2024-06-15,West,Clothing,435.59,40,Premium,Riverside,user392@example.com,user_392,153.49,S020,,2024-04-01 12:00:00
U1225,2024-08-29,North,Books,382.64,27,Free,Madison,user225@example.com,user_225,872.72,S014,Pending,2024-07-09 08:00:00
U1318,2024-04-23,North,Electronics,471.96,68,Basic,Franklin,user318@example.com,user_318,272.34,S019,Inactive,2024-04-29 08:00:00
U1308,2024-05-07,South,Electronics,172.52,64,Free,Springfield,user308@example.com,user_308,793.55,S005,,2024-04-29 10:00:00
U1398,2024-12-26,West,Home & Kitchen,169.79,18,Basic,Georgetown,user398@example.com,user_398,579.48,S007,Active,2024-11-13 10:00:00
U1038,2024-10-23,North,Sports,479.3,41,Free,Greenville,user38@example.com,user_38,110.88,S010,Active,2024-10-16 01:00:00
U1122,2024-12-26,South,Groceries,282.44,66,Free,Clinton,user122@example.com,user_122,896.8,S013,Pending,2025-01-30 04:00:00
U1407,07/26/2024,East,Home & Kitchen,82.25,63,Free,Madison,user407@example.com,user_407,969.91,S019,Inactive,2024-10-16 23:00:00
U1267,2024-08-29,North,Home & Kitchen,387.21,62,Basic,Franklin,user267@example.com,user_267,507.15,S008,Inactive,2025-01-22 16:00:00
U1171,2024-04-15,West,Sports,144.14,50,Premium,Madison,user171@example.com,user_171,952.87,S017,Active,2024-03-10 13:00:00
U1028,01/01/2024,North,Clothing,292.09,57,Basic,Salem,user28@example.com,user_28,795.8,S006,Active,2024-05-25 16:00:00
