customer_id,first_name,last_name,email,phone,city,signup_date
C00040,Rahul,Das,rahul.das40@example.com,9319321646.0,Hyderabad,2024-06-19
C00245,Diya,Patel,diya.patel245@example.com,9493342201.0,Ahmedabad,2023-03-10
C00110,Anaya,Joshi,anaya.joshi110@example.com,UNKNOWN,Bengaluru,2024-08-25
C00342,Aarav,Sharma,aarav.sharma342@example.com,9117959560.0,Pune,2024-06-28
C00047,Aditya,Singh,aditya.singh47@example.com,9554811020.0,Bhubaneswar,2023-09-15
C00373,Rohan,Singh,rohan.singh373@example.com,9673772626.0,Chennai,2024-09-04
C00120,Aditya,Kapoor,aditya.kapoor120@example.com,9728492896.0,Kolkata,2024-03-28
C00157,Rahul,Reddy,rahul.reddy157@example.com,9351064359.0,Ahmedabad,2024-10-15
C00349,Aditya,Malhotra,aditya.malhotra349@example.com,9843338269.0,Kolkata,2023-02-13
C00203,Diya,Nair,diya.nair203@example.com,9196955134.0,Jaipur,2023-10-21
C00027,Rohan,Rao,rohan.rao27@example.com,9133729406.0,Bengaluru,2024-10-08
C00085,Diya,Chatterjee,diya.chatterjee85@example.com,9121882877.0,Delhi,2023-02-01
C00191,Anaya,Iyer,anaya.iyer191@example.com,UNKNOWN,Chennai,2023-05-21
C00043,Vihaan,Patel,vihaan.patel43@example.com,9496776692.0,Kolkata,2023-12-24
C00129,Aditya,Rao,aditya.rao129@example.com,9607042130.0,Jaipur,2023-10-07
C00185,Rahul,Kapoor,rahul.kapoor185@example.com,9779863265.0,Bengaluru,2024-02-15
C00377,Sneha,Das,sneha.das377@example.com,9501707828.0,Ahmedabad,2024-12-05
C00141,Nikhil,Patel,nikhil.patel141@example.com,9149382425.0,Bhubaneswar,2024-12-11
C00082,Kabir,Joshi,kabir.joshi82@example.com,9507059676.0,Kolkata,2024-04-17
C00155,Sara,Joshi,sara.joshi155@example.com,9963919401.0,Bengaluru,2024-11-23
C00333,Dev,Singh,dev.singh333@example.com,9380849661.0,Kolkata,2024-06-30
C00264,Riya,Iyer,riya.iyer264@example.com,9178354184.0,Mumbai,2024-12-02
C00104,Anaya,Sharma,anaya.sharma104@example.com,9148872110.0,Jaipur,2024-12-26
C00366,Dev,Chatterjee,dev.chatterjee366@example.com,9975610118.0,Ahmedabad,2023-12-04
C00001,Isha,Sharma,isha.sharma1@example.com,9890779946.0,Jaipur,2023-10-09
C00234,Rahul,Rao,UNKNOWN,9686277792.0,Mumbai,2023-12-07
C00226,Kabir,Chatterjee,kabir.chatterjee226@example.com,9105638424.0,Bhubaneswar,2024-12-23
C00081,Sneha,Sharma,sneha.sharma81@example.com,9129100607.0,Chennai,2024-02-08
C00064,Dev,Mehta,dev.mehta64@example.com,9561588882.0,Ahmedabad,2023-01-01
C00009,Priya,Nair,priya.nair9@example.com,9833953718.0,Ahmedabad,2023-08-03
C00236,Diya,Gupta,diya.gupta236@example.com,9144996163.0,Pune,2023-07-26
C00321,Kabir,Mehta,kabir.mehta321@example.com,9885460919.0,Ahmedabad,2023-10-24
C00051,Priya,Malhotra,priya.malhotra51@example.com,9367930513.0,Hyderabad,2023-02-10
C00024,Pooja,Reddy,pooja.reddy24@example.com,9840739735.0,Pune,2023-08-05
C00025,Dev,Kapoor,dev.kapoor25@example.com,9655742829.0,Delhi,2024-10-27
C00350,Vihaan,Sharma,vihaan.sharma350@example.com,9705064109.0,Mumbai,2023-03-18
C00176,Arjun,Reddy,arjun.reddy176@example.com,9988434627.0,Chennai,2024-04-07
C00249,Nikhil,Iyer,nikhil.iyer249@example.com,9627422192.0,Mumbai,2024-09-18
C00290,Vihaan,Rao,vihaan.rao290@example.com,9678293640.0,Jaipur,2024-05-05
C00067,Anaya,Iyer,UNKNOWN,9362897676.0,Ahmedabad,2023-07-23
C00399,Sara,Iyer,sara.iyer399@example.com,9755263618.0,Mumbai,2024-08-25
C00281,Diya,Das,diya.das281@example.com,9874364174.0,Chennai,2024-05-06
C00173,Rohan,Malhotra,rohan.malhotra173@example.com,9170525764.0,Ahmedabad,2023-03-24
C00146,Anaya,Kapoor,anaya.kapoor146@example.com,9424400672.0,Chennai,2024-03-10
C00166,Sneha,Iyer,sneha.iyer166@example.com,9350180427.0,Mumbai,2024-08-23
C00397,Sneha,Joshi,sneha.joshi397@example.com,9556506372.0,Delhi,2023-02-12
C00254,Pooja,Malhotra,pooja.malhotra254@example.com,9869801588.0,Jaipur,2023-03-30
C00109,Pooja,Das,pooja.das109@example.com,9508427798.0,Kolkata,2024-09-25
C00220,Aditya,Reddy,aditya.reddy220@example.com,9248604290.0,Bhubaneswar,2023-06-15
C00112,Rohan,Patel,rohan.patel112@example.com,9737599912.0,Bhubaneswar,2023-01-03
C00204,Dev,Singh,dev.singh204@example.com,9893410426.0,Kolkata,2024-08-17
C00274,Sneha,Gupta,sneha.gupta274@example.com,9203810954.0,Hyderabad,2024-09-30
C00033,Isha,Sharma,isha.sharma33@example.com,9200140141.0,Delhi,2024-10-29
C00184,Aarav,Patel,aarav.patel184@example.com,UNKNOWN,Mumbai,2023-10-07
C00358,Dev,Nair,dev.nair358@example.com,9430999662.0,Pune,2024-01-05
C00341,Nikhil,Nair,nikhil.nair341@example.com,9761982621.0,Kolkata,2023-03-03
C00326,Riya,Iyer,riya.iyer326@example.com,9254996504.0,Bhubaneswar,2023-08-19
C00235,Nikhil,Rao,nikhil.rao235@example.com,UNKNOWN,Kolkata,2024-05-05
C00375,Priya,Patel,UNKNOWN,9792596980.0,Chennai,2024-10-24
C00376,Karan,Chatterjee,UNKNOWN,9377818215.0,Jaipur,2024-03-16
C00002,Rohan,Das,UNKNOWN,9334760738.0,Ahmedabad,2024-03-08
C00298,Aditya,Singh,aditya.singh298@example.com,9307029662.0,Hyderabad,2023-05-18
C00168,Isha,Kapoor,UNKNOWN,9948239575.0,Ahmedabad,2023-01-27
C00250,Rohan,Singh,rohan.singh250@example.com,9970281936.0,Hyderabad,2023-06-26
C00233,Priya,Gupta,priya.gupta233@example.com,9470228863.0,Bengaluru,2023-01-17
C00189,Aditya,Verma,aditya.verma189@example.com,9828230915.0,Kolkata,2023-12-20
C00356,Sneha,Reddy,sneha.reddy356@example.com,9809391059.0,Ahmedabad,2024-03-18
C00143,Meera,Patel,meera.patel143@example.com,9765408938.0,Kolkata,2023-03-22
C00384,Aarav,Rao,aarav.rao384@example.com,9561228852.0,Delhi,2024-09-20
C00207,Nikhil,Mehta,nikhil.mehta207@example.com,9500346767.0,Chennai,2024-06-19
C00048,Aarav,Nair,aarav.nair48@example.com,9273497327.0,Jaipur,2023-05-14
C00325,Karan,Rao,karan.rao325@example.com,9504221050.0,Jaipur,2024-03-02
C00039,Dev,Verma,dev.verma39@example.com,9142672287.0,Chennai,2024-08-06
C00232,Sneha,Mehta,UNKNOWN,UNKNOWN,Chennai,2024-06-03
C00193,Rohan,Reddy,UNKNOWN,9183604337.0,Ahmedabad,2023-02-13
C00213,Aarav,Nair,aarav.nair213@example.com,9466932310.0,Kolkata,2023-11-13
C00322,Pooja,Chatterjee,pooja.chatterjee322@example.com,9253824712.0,Jaipur,2024-11-19
C00138,Pooja,Rao,pooja.rao138@example.com,9452794611.0,Jaipur,2024-02-12
C00324,Tara,Mehta,tara.mehta324@example.com,9790755362.0,Jaipur,2024-05-22
C00296,Dev,Chatterjee,dev.chatterjee296@example.com,9410812797.0,Bhubaneswar,2024-05-22
C00073,Riya,Singh,riya.singh73@example.com,9397760792.0,Jaipur,2023-09-23
C00251,Priya,Rao,priya.rao251@example.com,9422076028.0,Mumbai,2023-03-08
C00202,Vihaan,Das,vihaan.das202@example.com,9433297890.0,Bhubaneswar,2023-02-27
C00347,Dev,Reddy,dev.reddy347@example.com,UNKNOWN,Mumbai,2024-01-22
C00390,Dev,Reddy,dev.reddy390@example.com,9554234434.0,Jaipur,2024-09-02
C00127,Sara,Rao,sara.rao127@example.com,9692975437.0,Delhi,2023-06-12
C00165,Aarav,Sharma,aarav.sharma165@example.com,9945011302.0,Bengaluru,2023-12-08
C00365,Nikhil,Verma,UNKNOWN,9524871030.0,Ahmedabad,2023-05-19
C00075,Karan,Nair,karan.nair75@example.com,9348315126.0,Mumbai,2024-07-07
C00128,Isha,Singh,isha.singh128@example.com,9635126623.0,Pune,2023-05-01
C00068,Rohan,Singh,rohan.singh68@example.com,9871318048.0,Kolkata,2024-02-29
C00360,Isha,Sharma,isha.sharma360@example.com,9740942859.0,Hyderabad,2023-04-02
C00065,Karan,Singh,karan.singh65@example.com,9648868899.0,Mumbai,2024-03-28
C00336,Tara,Gupta,tara.gupta336@example.com,9507849850.0,Delhi,2023-06-06
C00142,Anaya,Nair,anaya.nair142@example.com,9670335494.0,Mumbai,2024-01-19
C00031,Diya,Reddy,diya.reddy31@example.com,9304235259.0,Mumbai,2023-12-14
